label,study_and_condition
1, etoposide phosphate anaplastic large cell lymphoma alk negative diagnosis major surgery within two weeks drug administration
1, standard support cervical cancer diagnosis transgender status
0, antibiotics antitubercular lymphoma diagnosis none following should be present
0, cisplatin head neck cancer diagnosis bilirubin no greater doc mg dl sgot no greater three times upper limit normal renal
0, dacarbazine childhood low grade cerebellar astrocytoma diagnosis no patients who opinion investigator may not be able comply safety monitoring requirements study
0, interleukin stage iv breast cancer diagnosis not pregnant nursing
1, vitamins glioma diagnosis history oxalate nephrolithiasis urine oxalate greater sixty mg dl
0, antibodies primary peritoneal cavity cancer diagnosis at least three weeks since prior major surgery recovered
1, antibodies prior malignancy other lymphoma except adequately treated skin cancer situ cervical cancer other cancer which they had been disease free greater five years
0, vincristine neuroblastoma diagnosis one one performance status
1, immunoglobulins fallopian tube transitional cell carcinoma diagnosis myocardial infarction unstable angina less six months prior registration
1, everolimus stage adult burkitt lymphoma diagnosis human immunodeficiency virus hiv positive patients
0, carotenoids prostate cancer diagnosis other
0, bortezomib recurrent salivary gland cancer diagnosis unidimensionally measurable disease
0, biomarker sample collection before after dosing cytotoxic agent s tumors diagnosis gemcitabine monotherapy
1, sirolimus breast cancer diagnosis edentulous jaw both upper lower jaws
0, maleic acid all patients must have measurable disease measurable disease is defined by response evaluation criteria solid tumors recist version doc measurable disease is defined at least one lesion that can be accurately measured at least one dimension longest diameter be recorded each lesion must be greater equal ten mm when measured by computed tomography ct magnetic resonance imaging mri caliper measurement by clinical exam greater equal twenty mm when measured by chest ray lymph nodes must be greater equal fifteen mm short axis when measured by ct mri
1, levoleucovorin stage iva rectal cancer diagnosis any following within six months prior inclusion
0, angiotensin i non hodgkins lymphoma diagnosis subjects bone marrow blasts less ten
0, jm nodal marginal zone cell lymphoma diagnosis no uncontrolled infections
1, aldesleukin stage iv skin melanoma diagnosis clinically significant psychiatric disease which opinion pi sub investigator would render immunotherapy its potential sequelae unsafe compliance procedural requirements unlikely
0, albumin bound paclitaxel stage iib ovarian cancer diagnosis all patients enrolled into gog two hundred sixty two at sites where acrin six thousand six hundred ninety five is open will be enrolled advanced imaging protocol patients receiving adjuvant neoadjuvant chemotherapy eligible acrin six thousand six hundred ninety five following sentence does not apply those patients entered after two eight two thousand twelve
0, antibodies monoclonal stage iii adenoid cystic carcinoma oral cavity diagnosis no other uncontrolled illness
0, cyclosporine refractory hodgkin lymphoma diagnosis acute myeloid leukemia aml
0, fludarabine one progressive disease two relapse from cr described international uniform response criteria multiple myeloma listed below
1, endothelial growth factors gastric cancer diagnosis participant has serious nonhealing wound ulcer bone fracture
0, antilymphocyte serum noncontiguous stage ii adult diffuse small cleaved cell lymphoma diagnosis no serious uncontrolled psychiatric illness
0, paclitaxel ovarian gynandroblastoma diagnosis patients must have signed an approved informed consent health insurance portability accountability act hipaa authorization
1, octreotide stage iv prostate cancer diagnosis prior treatment cabazitaxel
1, antibodies monoclonal malignant neoplasm digestive organs intestinal tract primary diagnosis minor surgical procedures
1, paclitaxel unresectable metastatic melanoma diagnosis subjects condition requiring systemic treatment either corticosteroids greater tenmg daily prednisone equivalent other immunosuppressive medications within fourteen days drug administration
0, systemic therapy prostate cancer diagnosis documented serum testosterone less fifty ng dl
0, cisplatin testicular germ cell tumor diagnosis not specified
1, mycophenolic acid stage adult burkitt lymphoma diagnosis uncontrolled viral bacterial infection at time enrollment
1, trametinib recurrent rectal cancer diagnosis history acute coronary syndromes including myocardial infarction unstable angina coronary angioplasty stenting within six months prior enrollment
0, gemcitabine cervical cancer diagnosis ecog performance status zero one
1, irinotecan rhabdomyosarcomas diagnosis active intercurrent serious uncontrolled illness
1, rituximab marginal zone lymphoma diagnosis patients child pugh hepatic impairment
0, olaparib breast cancer diagnosis patients gilbert syndrome bilirubin greater two uln is accepted if there is no evidence biliary obstruction
1, cyclosporins non hodgkin lymphoma diagnosis chemotherapy refractory large cell high grade nhl
1, gemcitabine neoplasms lung diagnosis uncontrolled active infection
0, gemcitabine head neck cancer diagnosis patients mild moderate renal insufficiency should avoid taking nsaid short elimination half lives ibuprofen period two days before day two days following administration pemetrexed
1, cyclosporins childhood diffuse large cell lymphoma diagnosis patients poorly controlled hypertension who unable have blood pressure kept below one hundred fifty ninety on standard medication
0, fludarabine lymphoma diagnosis patient characteristics
0, etoposide ovarian granulosa cell tumor diagnosis patients must have newly diagnosed stage iia
1, levoleucovorin stage iiib gastric cancer diagnosis acute bacterial viral fungal infection requiring treatment at time registration
1, antibodies monoclonal stage iiib rectal cancer diagnosis systolic greater one hundred fifty mmhg diastolic greater one hundred mmhg
0, cyclosporins lymphoma diagnosis must have related hla haploidentical mismatched three six fewer loci donor available
0, immunoglobulins melanoma diagnosis prior therapy
0, albumin bound paclitaxel metastatic breast cancer diagnosis all patients enrolled required have adequate hematologic hepatic renal function
1, sir sphere breast cancer metastatic liver diagnosis twenty lung shunting on maa
1, carboplatin intracranial germ cell tumors diagnosis participation within different trial treatment germ cell tumours concurrent treatment within any other clinical trial
0, leuprolide prostate cancer diagnosis no uncontrolled diabetes
0, cyclosporins plasma cell neoplasm diagnosis age graft criteria all patients
1, doxorubicin peripheral cell lymphoma diagnosis abnormal cardiac hepatic functions
1, epirubicin inflammatory breast carcinoma diagnosis no minor surgical procedure within seven days entry major surgery within twenty eight days entry anticipation need major surgical procedure during course study
0, assessment therapy complications extragonadal germ cell tumor diagnosis at least five years since completion therapy these clinical trials
